file,timestamp,start_s
Cernic__20210222T053000+0100_Short-term_Makokou__01540s__conf0.980.wav,20210222T053000,1540
Cernic__20210222T060000+0100_Short-term_Makokou__01490s__conf0.735.wav,20210222T060000,1490
Cernic__20210222T060000+0100_Short-term_Makokou__01546s__conf0.786.wav,20210222T060000,1546
Cernic__20210222T060000+0100_Short-term_Makokou__01547s__conf1.000.wav,20210222T060000,1547
Cernic__20210222T060000+0100_Short-term_Makokou__01548s__conf0.987.wav,20210222T060000,1548
Cernic__20210222T063000+0100_Short-term_Makokou__00668s__conf0.708.wav,20210222T063000,668
Cernic__20210222T080000+0100_Short-term_Makokou__00819s__conf0.971.wav,20210222T080000,819
Cernic__20210222T080000+0100_Short-term_Makokou__00821s__conf0.898.wav,20210222T080000,821
Cernic__20210222T080000+0100_Short-term_Makokou__00822s__conf0.730.wav,20210222T080000,822
Cernic__20210222T080000+0100_Short-term_Makokou__00824s__conf0.775.wav,20210222T080000,824
Cernic__20210222T080000+0100_Short-term_Makokou__00850s__conf1.000.wav,20210222T080000,850
Cernic__20210222T080000+0100_Short-term_Makokou__00851s__conf0.983.wav,20210222T080000,851
Cernic__20210222T080000+0100_Short-term_Makokou__00853s__conf0.954.wav,20210222T080000,853
Cernic__20210222T080000+0100_Short-term_Makokou__00854s__conf0.985.wav,20210222T080000,854
Cernic__20210222T080000+0100_Short-term_Makokou__00873s__conf0.999.wav,20210222T080000,873
Cernic__20210222T080000+0100_Short-term_Makokou__00874s__conf0.999.wav,20210222T080000,874
Cernic__20210222T100000+0100_Short-term_Makokou__00694s__conf0.797.wav,20210222T100000,694
Cernic__20210222T100000+0100_Short-term_Makokou__00695s__conf0.536.wav,20210222T100000,695
Cernic__20210222T100000+0100_Short-term_Makokou__00700s__conf0.906.wav,20210222T100000,700
Cernic__20210222T160000+0100_Short-term_Makokou__01705s__conf0.870.wav,20210222T160000,1705
Cernic__20210222T160000+0100_Short-term_Makokou__01707s__conf0.913.wav,20210222T160000,1707
Cernic__20210222T160000+0100_Short-term_Makokou__01708s__conf0.999.wav,20210222T160000,1708
Cernic__20210222T170000+0100_Short-term_Makokou__01590s__conf0.912.wav,20210222T170000,1590
Cernic__20210222T170000+0100_Short-term_Makokou__01591s__conf0.510.wav,20210222T170000,1591
Cernic__20210222T180000+0100_Short-term_Makokou__01227s__conf0.568.wav,20210222T180000,1227
Cernic__20210222T183000+0100_Short-term_Makokou__00300s__conf1.000.wav,20210222T183000,300
Cernic__20210223T020000+0100_Short-term_Makokou__00297s__conf0.996.wav,20210223T020000,297
Cernic__20210223T020000+0100_Short-term_Makokou__00298s__conf0.999.wav,20210223T020000,298
Cernic__20210223T053000+0100_Short-term_Makokou__00780s__conf0.643.wav,20210223T053000,780
Cernic__20210223T053000+0100_Short-term_Makokou__00781s__conf0.927.wav,20210223T053000,781
Cernic__20210223T053000+0100_Short-term_Makokou__00872s__conf0.951.wav,20210223T053000,872
Cernic__20210223T053000+0100_Short-term_Makokou__01508s__conf1.000.wav,20210223T053000,1508
Cernic__20210223T053000+0100_Short-term_Makokou__01509s__conf1.000.wav,20210223T053000,1509
Cernic__20210223T053000+0100_Short-term_Makokou__01510s__conf0.999.wav,20210223T053000,1510
Cernic__20210223T053000+0100_Short-term_Makokou__01511s__conf0.998.wav,20210223T053000,1511
Cernic__20210223T053000+0100_Short-term_Makokou__01512s__conf0.997.wav,20210223T053000,1512
Cernic__20210223T053000+0100_Short-term_Makokou__01513s__conf0.904.wav,20210223T053000,1513
Cernic__20210223T053000+0100_Short-term_Makokou__01514s__conf0.992.wav,20210223T053000,1514
Cernic__20210223T053000+0100_Short-term_Makokou__01515s__conf0.911.wav,20210223T053000,1515
Cernic__20210223T053000+0100_Short-term_Makokou__01516s__conf1.000.wav,20210223T053000,1516
Cernic__20210223T053000+0100_Short-term_Makokou__01517s__conf0.999.wav,20210223T053000,1517
Cernic__20210223T053000+0100_Short-term_Makokou__01518s__conf0.988.wav,20210223T053000,1518
Cernic__20210223T053000+0100_Short-term_Makokou__01539s__conf1.000.wav,20210223T053000,1539
Cernic__20210223T053000+0100_Short-term_Makokou__01540s__conf1.000.wav,20210223T053000,1540
Cernic__20210223T053000+0100_Short-term_Makokou__01541s__conf1.000.wav,20210223T053000,1541
Cernic__20210223T053000+0100_Short-term_Makokou__01542s__conf1.000.wav,20210223T053000,1542
Cernic__20210223T060000+0100_Short-term_Makokou__00880s__conf0.658.wav,20210223T060000,880
Cernic__20210223T073000+0100_Short-term_Makokou__00133s__conf0.980.wav,20210223T073000,133
Cernic__20210223T073000+0100_Short-term_Makokou__01120s__conf0.911.wav,20210223T073000,1120
Cernic__20210223T083000+0100_Short-term_Makokou__01028s__conf0.995.wav,20210223T083000,1028
Cernic__20210223T120000+0100_Short-term_Makokou__00220s__conf0.977.wav,20210223T120000,220
Cernic__20210223T120000+0100_Short-term_Makokou__00221s__conf1.000.wav,20210223T120000,221
Cernic__20210223T120000+0100_Short-term_Makokou__00222s__conf0.985.wav,20210223T120000,222
Cernic__20210223T120000+0100_Short-term_Makokou__00223s__conf0.981.wav,20210223T120000,223
Cernic__20210223T120000+0100_Short-term_Makokou__00226s__conf0.998.wav,20210223T120000,226
Cernic__20210223T120000+0100_Short-term_Makokou__00227s__conf1.000.wav,20210223T120000,227
Cernic__20210223T120000+0100_Short-term_Makokou__00228s__conf0.744.wav,20210223T120000,228
Cernic__20210223T120000+0100_Short-term_Makokou__00249s__conf0.998.wav,20210223T120000,249
Cernic__20210223T120000+0100_Short-term_Makokou__00250s__conf0.978.wav,20210223T120000,250
Cernic__20210223T120000+0100_Short-term_Makokou__00257s__conf1.000.wav,20210223T120000,257
Cernic__20210223T120000+0100_Short-term_Makokou__00258s__conf1.000.wav,20210223T120000,258
Cernic__20210223T120000+0100_Short-term_Makokou__00259s__conf0.957.wav,20210223T120000,259
Cernic__20210223T120000+0100_Short-term_Makokou__00277s__conf0.897.wav,20210223T120000,277
Cernic__20210223T120000+0100_Short-term_Makokou__00278s__conf0.999.wav,20210223T120000,278
Cernic__20210223T120000+0100_Short-term_Makokou__00279s__conf0.998.wav,20210223T120000,279
Cernic__20210223T120000+0100_Short-term_Makokou__00280s__conf0.893.wav,20210223T120000,280
Cernic__20210223T120000+0100_Short-term_Makokou__00299s__conf0.991.wav,20210223T120000,299
Cernic__20210223T183000+0100_Short-term_Makokou__01342s__conf1.000.wav,20210223T183000,1342
Cernic__20210223T183000+0100_Short-term_Makokou__01343s__conf0.999.wav,20210223T183000,1343
Cernic__20210223T183000+0100_Short-term_Makokou__01626s__conf0.743.wav,20210223T183000,1626
Cernic__20210223T183000+0100_Short-term_Makokou__01627s__conf0.656.wav,20210223T183000,1627
Cernic__20210223T183000+0100_Short-term_Makokou__01628s__conf0.991.wav,20210223T183000,1628
Cernic__20210223T183000+0100_Short-term_Makokou__01629s__conf0.976.wav,20210223T183000,1629
Cernic__20210223T183000+0100_Short-term_Makokou__01630s__conf0.736.wav,20210223T183000,1630
Cernic__20210223T183000+0100_Short-term_Makokou__01633s__conf0.547.wav,20210223T183000,1633
Cernic__20210223T183000+0100_Short-term_Makokou__01660s__conf0.797.wav,20210223T183000,1660
Cernic__20210223T183000+0100_Short-term_Makokou__01661s__conf0.623.wav,20210223T183000,1661
Cernic__20210223T193000+0100_Short-term_Makokou__00892s__conf0.981.wav,20210223T193000,892
Cernic__20210223T193000+0100_Short-term_Makokou__00896s__conf0.586.wav,20210223T193000,896
Cernic__20210223T210000+0100_Short-term_Makokou__01087s__conf0.500.wav,20210223T210000,1087
Cernic__20210223T220000+0100_Short-term_Makokou__00231s__conf0.967.wav,20210223T220000,231
Cernic__20210223T220000+0100_Short-term_Makokou__00232s__conf0.883.wav,20210223T220000,232
Cernic__20210223T220000+0100_Short-term_Makokou__00731s__conf0.539.wav,20210223T220000,731
Cernic__20210223T223000+0100_Short-term_Makokou__01237s__conf0.674.wav,20210223T223000,1237
Cernic__20210224T020000+0100_Short-term_Makokou__00653s__conf0.543.wav,20210224T020000,653
Cernic__20210224T020000+0100_Short-term_Makokou__01162s__conf0.782.wav,20210224T020000,1162
Cernic__20210224T033000+0100_Short-term_Makokou__01092s__conf0.543.wav,20210224T033000,1092
Cernic__20210224T033000+0100_Short-term_Makokou__01455s__conf0.992.wav,20210224T033000,1455
Cernic__20210224T040000+0100_Short-term_Makokou__01047s__conf0.910.wav,20210224T040000,1047
Cernic__20210224T050000+0100_Short-term_Makokou__00804s__conf0.964.wav,20210224T050000,804
Cernic__20210224T050000+0100_Short-term_Makokou__00805s__conf0.992.wav,20210224T050000,805
Cernic__20210224T070000+0100_Short-term_Makokou__00935s__conf0.993.wav,20210224T070000,935
Cernic__20210224T070000+0100_Short-term_Makokou__00936s__conf0.999.wav,20210224T070000,936
Cernic__20210224T070000+0100_Short-term_Makokou__01575s__conf0.969.wav,20210224T070000,1575
Cernic__20210224T070000+0100_Short-term_Makokou__01623s__conf0.508.wav,20210224T070000,1623
Cernic__20210224T073000+0100_Short-term_Makokou__00023s__conf0.969.wav,20210224T073000,23
Cernic__20210224T073000+0100_Short-term_Makokou__00398s__conf0.999.wav,20210224T073000,398
Cernic__20210224T080000+0100_Short-term_Makokou__00027s__conf0.723.wav,20210224T080000,27
Cernic__20210224T080000+0100_Short-term_Makokou__00056s__conf0.986.wav,20210224T080000,56
Cernic__20210224T080000+0100_Short-term_Makokou__00057s__conf0.990.wav,20210224T080000,57
Cernic__20210224T080000+0100_Short-term_Makokou__00140s__conf0.999.wav,20210224T080000,140
Cernic__20210224T080000+0100_Short-term_Makokou__00736s__conf0.643.wav,20210224T080000,736
Cernic__20210224T080000+0100_Short-term_Makokou__00850s__conf0.990.wav,20210224T080000,850
Cernic__20210224T080000+0100_Short-term_Makokou__00981s__conf0.895.wav,20210224T080000,981
Cernic__20210224T083000+0100_Short-term_Makokou__00045s__conf0.933.wav,20210224T083000,45
Cernic__20210224T083000+0100_Short-term_Makokou__00730s__conf0.537.wav,20210224T083000,730
Cernic__20210224T083000+0100_Short-term_Makokou__00813s__conf0.934.wav,20210224T083000,813
Cernic__20210224T083000+0100_Short-term_Makokou__00938s__conf0.999.wav,20210224T083000,938
Cernic__20210224T083000+0100_Short-term_Makokou__00939s__conf0.817.wav,20210224T083000,939
Cernic__20210224T090000+0100_Short-term_Makokou__00731s__conf0.843.wav,20210224T090000,731
Cernic__20210224T093000+0100_Short-term_Makokou__00047s__conf0.967.wav,20210224T093000,47
Cernic__20210224T093000+0100_Short-term_Makokou__00502s__conf0.947.wav,20210224T093000,502
Cernic__20210224T100000+0100_Short-term_Makokou__00280s__conf0.996.wav,20210224T100000,280
Cernic__20210224T100000+0100_Short-term_Makokou__01201s__conf0.710.wav,20210224T100000,1201
Cernic__20210224T100000+0100_Short-term_Makokou__01539s__conf0.780.wav,20210224T100000,1539
Cernic__20210224T110000+0100_Short-term_Makokou__00699s__conf0.999.wav,20210224T110000,699
Cernic__20210224T110000+0100_Short-term_Makokou__01404s__conf0.874.wav,20210224T110000,1404
Cernic__20210224T113000+0100_Short-term_Makokou__00792s__conf1.000.wav,20210224T113000,792
Cernic__20210224T113000+0100_Short-term_Makokou__00793s__conf1.000.wav,20210224T113000,793
Cernic__20210224T120000+0100_Short-term_Makokou__00530s__conf0.999.wav,20210224T120000,530
Cernic__20210224T120000+0100_Short-term_Makokou__00531s__conf0.911.wav,20210224T120000,531
Cernic__20210224T123000+0100_Short-term_Makokou__00234s__conf0.920.wav,20210224T123000,234
Cernic__20210224T123000+0100_Short-term_Makokou__00989s__conf0.641.wav,20210224T123000,989
Cernic__20210224T123000+0100_Short-term_Makokou__01044s__conf0.978.wav,20210224T123000,1044
Cernic__20210224T123000+0100_Short-term_Makokou__01045s__conf0.901.wav,20210224T123000,1045
Cernic__20210224T123000+0100_Short-term_Makokou__01559s__conf0.854.wav,20210224T123000,1559
Cernic__20210224T130000+0100_Short-term_Makokou__00791s__conf0.815.wav,20210224T130000,791
Cernic__20210224T130000+0100_Short-term_Makokou__00852s__conf0.722.wav,20210224T130000,852
Cernic__20210224T130000+0100_Short-term_Makokou__01771s__conf0.981.wav,20210224T130000,1771
Cernic__20210224T130000+0100_Short-term_Makokou__01772s__conf0.974.wav,20210224T130000,1772
Cernic__20210224T133000+0100_Short-term_Makokou__00023s__conf0.721.wav,20210224T133000,23
Cernic__20210224T133000+0100_Short-term_Makokou__00077s__conf0.558.wav,20210224T133000,77
Cernic__20210224T133000+0100_Short-term_Makokou__00152s__conf0.998.wav,20210224T133000,152
Cernic__20210224T133000+0100_Short-term_Makokou__00160s__conf0.637.wav,20210224T133000,160
Cernic__20210224T133000+0100_Short-term_Makokou__00161s__conf0.627.wav,20210224T133000,161
Cernic__20210224T133000+0100_Short-term_Makokou__00187s__conf0.652.wav,20210224T133000,187
Cernic__20210224T133000+0100_Short-term_Makokou__00203s__conf0.637.wav,20210224T133000,203
Cernic__20210224T133000+0100_Short-term_Makokou__00287s__conf0.553.wav,20210224T133000,287
Cernic__20210224T133000+0100_Short-term_Makokou__00288s__conf0.983.wav,20210224T133000,288
Cernic__20210224T133000+0100_Short-term_Makokou__00434s__conf1.000.wav,20210224T133000,434
Cernic__20210224T133000+0100_Short-term_Makokou__00435s__conf1.000.wav,20210224T133000,435
Cernic__20210224T133000+0100_Short-term_Makokou__01625s__conf1.000.wav,20210224T133000,1625
Cernic__20210224T140000+0100_Short-term_Makokou__01525s__conf0.991.wav,20210224T140000,1525
Cernic__20210224T143000+0100_Short-term_Makokou__00176s__conf0.985.wav,20210224T143000,176
Cernic__20210224T143000+0100_Short-term_Makokou__00874s__conf0.977.wav,20210224T143000,874
Cernic__20210224T153000+0100_Short-term_Makokou__01622s__conf0.784.wav,20210224T153000,1622
Cernic__20210224T160000+0100_Short-term_Makokou__01567s__conf0.650.wav,20210224T160000,1567
Cernic__20210224T163000+0100_Short-term_Makokou__00201s__conf0.640.wav,20210224T163000,201
Cernic__20210224T163000+0100_Short-term_Makokou__01375s__conf0.900.wav,20210224T163000,1375
Cernic__20210224T170000+0100_Short-term_Makokou__00124s__conf0.723.wav,20210224T170000,124
Cernic__20210224T170000+0100_Short-term_Makokou__00132s__conf0.889.wav,20210224T170000,132
Cernic__20210224T170000+0100_Short-term_Makokou__00596s__conf0.843.wav,20210224T170000,596
Cernic__20210224T170000+0100_Short-term_Makokou__00630s__conf0.591.wav,20210224T170000,630
Cernic__20210224T173000+0100_Short-term_Makokou__00097s__conf0.935.wav,20210224T173000,97
Cernic__20210224T173000+0100_Short-term_Makokou__00620s__conf0.898.wav,20210224T173000,620
Cernic__20210224T173000+0100_Short-term_Makokou__00661s__conf0.814.wav,20210224T173000,661
Cernic__20210224T173000+0100_Short-term_Makokou__00662s__conf0.884.wav,20210224T173000,662
Cernic__20210224T173000+0100_Short-term_Makokou__00846s__conf0.648.wav,20210224T173000,846
Cernic__20210224T173000+0100_Short-term_Makokou__00855s__conf0.999.wav,20210224T173000,855
Cernic__20210224T173000+0100_Short-term_Makokou__00916s__conf0.939.wav,20210224T173000,916
Cernic__20210224T173000+0100_Short-term_Makokou__01005s__conf0.995.wav,20210224T173000,1005
Cernic__20210224T173000+0100_Short-term_Makokou__01119s__conf1.000.wav,20210224T173000,1119
Cernic__20210224T173000+0100_Short-term_Makokou__01120s__conf1.000.wav,20210224T173000,1120
Cernic__20210224T173000+0100_Short-term_Makokou__01421s__conf0.931.wav,20210224T173000,1421
Cernic__20210224T173000+0100_Short-term_Makokou__01422s__conf0.519.wav,20210224T173000,1422
Cernic__20210224T173000+0100_Short-term_Makokou__01601s__conf0.989.wav,20210224T173000,1601
Cernic__20210224T173000+0100_Short-term_Makokou__01602s__conf0.995.wav,20210224T173000,1602
Cernic__20210224T180000+0100_Short-term_Makokou__00947s__conf0.998.wav,20210224T180000,947
Cernic__20210224T180000+0100_Short-term_Makokou__01163s__conf0.976.wav,20210224T180000,1163
Cernic__20210224T180000+0100_Short-term_Makokou__01164s__conf0.907.wav,20210224T180000,1164
Cernic__20210224T180000+0100_Short-term_Makokou__01180s__conf0.623.wav,20210224T180000,1180
Cernic__20210224T180000+0100_Short-term_Makokou__01189s__conf0.534.wav,20210224T180000,1189
Cernic__20210224T180000+0100_Short-term_Makokou__01358s__conf0.995.wav,20210224T180000,1358
Cernic__20210224T180000+0100_Short-term_Makokou__01666s__conf0.917.wav,20210224T180000,1666
Cernic__20210224T183000+0100_Short-term_Makokou__00217s__conf0.579.wav,20210224T183000,217
Cernic__20210224T183000+0100_Short-term_Makokou__01704s__conf0.618.wav,20210224T183000,1704
Cernic__20210224T190000+0100_Short-term_Makokou__00052s__conf0.641.wav,20210224T190000,52
Cernic__20210224T190000+0100_Short-term_Makokou__00510s__conf1.000.wav,20210224T190000,510
Cernic__20210224T190000+0100_Short-term_Makokou__00511s__conf0.999.wav,20210224T190000,511
Cernic__20210224T190000+0100_Short-term_Makokou__00955s__conf0.549.wav,20210224T190000,955
Cernic__20210224T190000+0100_Short-term_Makokou__01325s__conf0.813.wav,20210224T190000,1325
Cernic__20210224T190000+0100_Short-term_Makokou__01494s__conf0.866.wav,20210224T190000,1494
Cernic__20210224T203000+0100_Short-term_Makokou__00012s__conf0.591.wav,20210224T203000,12
Cernic__20210224T203000+0100_Short-term_Makokou__00013s__conf1.000.wav,20210224T203000,13
Cernic__20210224T203000+0100_Short-term_Makokou__00662s__conf0.830.wav,20210224T203000,662
Cernic__20210224T210000+0100_Short-term_Makokou__00113s__conf0.916.wav,20210224T210000,113
Cernic__20210224T210000+0100_Short-term_Makokou__00209s__conf0.802.wav,20210224T210000,209
Cernic__20210224T210000+0100_Short-term_Makokou__00653s__conf0.999.wav,20210224T210000,653
Cernic__20210224T213000+0100_Short-term_Makokou__00221s__conf0.979.wav,20210224T213000,221
Cernic__20210224T213000+0100_Short-term_Makokou__00694s__conf0.669.wav,20210224T213000,694
Cernic__20210224T223000+0100_Short-term_Makokou__01557s__conf0.990.wav,20210224T223000,1557
Cernic__20210224T230000+0100_Short-term_Makokou__00419s__conf0.996.wav,20210224T230000,419
Cernic__20210225T010000+0100_Short-term_Makokou__00026s__conf0.615.wav,20210225T010000,26
Cernic__20210225T020000+0100_Short-term_Makokou__01160s__conf0.932.wav,20210225T020000,1160
Cernic__20210225T023000+0100_Short-term_Makokou__00574s__conf0.804.wav,20210225T023000,574
Cernic__20210225T030000+0100_Short-term_Makokou__00370s__conf0.968.wav,20210225T030000,370
Cernic__20210225T030000+0100_Short-term_Makokou__00371s__conf0.926.wav,20210225T030000,371
Cernic__20210225T033000+0100_Short-term_Makokou__01151s__conf0.993.wav,20210225T033000,1151
Cernic__20210225T033000+0100_Short-term_Makokou__01535s__conf0.958.wav,20210225T033000,1535
Cernic__20210225T033000+0100_Short-term_Makokou__01536s__conf0.774.wav,20210225T033000,1536
Cernic__20210225T053000+0100_Short-term_Makokou__00418s__conf1.000.wav,20210225T053000,418
Cernic__20210225T053000+0100_Short-term_Makokou__00419s__conf1.000.wav,20210225T053000,419
Cernic__20210225T060000+0100_Short-term_Makokou__00114s__conf0.967.wav,20210225T060000,114
Cernic__20210225T060000+0100_Short-term_Makokou__00115s__conf0.906.wav,20210225T060000,115
Cernic__20210225T060000+0100_Short-term_Makokou__00218s__conf0.519.wav,20210225T060000,218
Cernic__20210225T060000+0100_Short-term_Makokou__00219s__conf0.999.wav,20210225T060000,219
Cernic__20210225T060000+0100_Short-term_Makokou__00220s__conf0.933.wav,20210225T060000,220
Cernic__20210225T060000+0100_Short-term_Makokou__00221s__conf0.993.wav,20210225T060000,221
Cernic__20210225T060000+0100_Short-term_Makokou__00222s__conf0.976.wav,20210225T060000,222
Cernic__20210225T060000+0100_Short-term_Makokou__00223s__conf1.000.wav,20210225T060000,223
Cernic__20210225T060000+0100_Short-term_Makokou__00224s__conf1.000.wav,20210225T060000,224
Cernic__20210225T060000+0100_Short-term_Makokou__00258s__conf0.997.wav,20210225T060000,258
Cernic__20210225T060000+0100_Short-term_Makokou__00259s__conf0.970.wav,20210225T060000,259
Cernic__20210225T060000+0100_Short-term_Makokou__00275s__conf0.785.wav,20210225T060000,275
Cernic__20210225T060000+0100_Short-term_Makokou__00276s__conf1.000.wav,20210225T060000,276
Cernic__20210225T060000+0100_Short-term_Makokou__00277s__conf0.997.wav,20210225T060000,277
Cernic__20210225T060000+0100_Short-term_Makokou__00278s__conf0.917.wav,20210225T060000,278
Cernic__20210225T063000+0100_Short-term_Makokou__00760s__conf1.000.wav,20210225T063000,760
Cernic__20210225T063000+0100_Short-term_Makokou__00761s__conf0.956.wav,20210225T063000,761
Cernic__20210225T070000+0100_Short-term_Makokou__00112s__conf0.874.wav,20210225T070000,112
Cernic__20210225T073000+0100_Short-term_Makokou__00102s__conf0.978.wav,20210225T073000,102
Cernic__20210225T073000+0100_Short-term_Makokou__00103s__conf0.997.wav,20210225T073000,103
Cernic__20210225T073000+0100_Short-term_Makokou__00169s__conf0.735.wav,20210225T073000,169
Cernic__20210225T073000+0100_Short-term_Makokou__00356s__conf0.840.wav,20210225T073000,356
Cernic__20210225T080000+0100_Short-term_Makokou__00404s__conf1.000.wav,20210225T080000,404
Cernic__20210225T080000+0100_Short-term_Makokou__00604s__conf1.000.wav,20210225T080000,604
Cernic__20210225T080000+0100_Short-term_Makokou__00605s__conf1.000.wav,20210225T080000,605
Cernic__20210225T080000+0100_Short-term_Makokou__00733s__conf0.896.wav,20210225T080000,733
Cernic__20210225T080000+0100_Short-term_Makokou__00990s__conf0.999.wav,20210225T080000,990
Cernic__20210225T080000+0100_Short-term_Makokou__00992s__conf0.756.wav,20210225T080000,992
Cernic__20210225T080000+0100_Short-term_Makokou__01228s__conf0.988.wav,20210225T080000,1228
Cernic__20210225T080000+0100_Short-term_Makokou__01231s__conf0.657.wav,20210225T080000,1231
Cernic__20210225T080000+0100_Short-term_Makokou__01291s__conf0.984.wav,20210225T080000,1291
Cernic__20210225T080000+0100_Short-term_Makokou__01478s__conf1.000.wav,20210225T080000,1478
Cernic__20210225T080000+0100_Short-term_Makokou__01479s__conf1.000.wav,20210225T080000,1479
Cernic__20210225T080000+0100_Short-term_Makokou__01596s__conf1.000.wav,20210225T080000,1596
Cernic__20210225T080000+0100_Short-term_Makokou__01597s__conf0.999.wav,20210225T080000,1597
Cernic__20210225T083000+0100_Short-term_Makokou__00262s__conf0.933.wav,20210225T083000,262
Cernic__20210225T090000+0100_Short-term_Makokou__00673s__conf0.913.wav,20210225T090000,673
Cernic__20210225T090000+0100_Short-term_Makokou__00674s__conf0.992.wav,20210225T090000,674
Cernic__20210225T100000+0100_Short-term_Makokou__00512s__conf1.000.wav,20210225T100000,512
Cernic__20210225T100000+0100_Short-term_Makokou__00513s__conf1.000.wav,20210225T100000,513
Cernic__20210225T100000+0100_Short-term_Makokou__00514s__conf1.000.wav,20210225T100000,514
Cernic__20210225T100000+0100_Short-term_Makokou__00515s__conf1.000.wav,20210225T100000,515
Cernic__20210225T100000+0100_Short-term_Makokou__00516s__conf0.999.wav,20210225T100000,516
Cernic__20210225T100000+0100_Short-term_Makokou__00538s__conf0.998.wav,20210225T100000,538
Cernic__20210225T100000+0100_Short-term_Makokou__00539s__conf1.000.wav,20210225T100000,539
Cernic__20210225T100000+0100_Short-term_Makokou__00540s__conf1.000.wav,20210225T100000,540
Cernic__20210225T100000+0100_Short-term_Makokou__00541s__conf1.000.wav,20210225T100000,541
Cernic__20210225T100000+0100_Short-term_Makokou__00542s__conf1.000.wav,20210225T100000,542
Cernic__20210225T100000+0100_Short-term_Makokou__00543s__conf1.000.wav,20210225T100000,543
Cernic__20210225T100000+0100_Short-term_Makokou__00544s__conf1.000.wav,20210225T100000,544
Cernic__20210225T100000+0100_Short-term_Makokou__00564s__conf1.000.wav,20210225T100000,564
Cernic__20210225T100000+0100_Short-term_Makokou__00565s__conf1.000.wav,20210225T100000,565
Cernic__20210225T100000+0100_Short-term_Makokou__00566s__conf1.000.wav,20210225T100000,566
Cernic__20210225T100000+0100_Short-term_Makokou__00568s__conf0.979.wav,20210225T100000,568
Cernic__20210225T100000+0100_Short-term_Makokou__00569s__conf1.000.wav,20210225T100000,569
Cernic__20210225T100000+0100_Short-term_Makokou__00572s__conf1.000.wav,20210225T100000,572
Cernic__20210225T100000+0100_Short-term_Makokou__00573s__conf1.000.wav,20210225T100000,573
Cernic__20210225T110000+0100_Short-term_Makokou__01067s__conf0.696.wav,20210225T110000,1067
Cernic__20210225T110000+0100_Short-term_Makokou__01244s__conf1.000.wav,20210225T110000,1244
Cernic__20210225T110000+0100_Short-term_Makokou__01245s__conf0.999.wav,20210225T110000,1245
Cernic__20210225T110000+0100_Short-term_Makokou__01689s__conf0.525.wav,20210225T110000,1689
Cernic__20210225T113000+0100_Short-term_Makokou__00509s__conf1.000.wav,20210225T113000,509
Cernic__20210225T120000+0100_Short-term_Makokou__00661s__conf0.997.wav,20210225T120000,661
Cernic__20210225T120000+0100_Short-term_Makokou__00898s__conf0.987.wav,20210225T120000,898
Cernic__20210225T120000+0100_Short-term_Makokou__00899s__conf0.944.wav,20210225T120000,899
Cernic__20210225T123000+0100_Short-term_Makokou__00039s__conf0.906.wav,20210225T123000,39
Cernic__20210225T123000+0100_Short-term_Makokou__00040s__conf1.000.wav,20210225T123000,40
Cernic__20210225T123000+0100_Short-term_Makokou__00041s__conf1.000.wav,20210225T123000,41
Cernic__20210225T123000+0100_Short-term_Makokou__00042s__conf1.000.wav,20210225T123000,42
Cernic__20210225T123000+0100_Short-term_Makokou__00049s__conf0.914.wav,20210225T123000,49
Cernic__20210225T133000+0100_Short-term_Makokou__00632s__conf0.985.wav,20210225T133000,632
Cernic__20210225T133000+0100_Short-term_Makokou__00974s__conf0.646.wav,20210225T133000,974
Cernic__20210225T133000+0100_Short-term_Makokou__01447s__conf0.507.wav,20210225T133000,1447
Cernic__20210225T140000+0100_Short-term_Makokou__00254s__conf0.924.wav,20210225T140000,254
Cernic__20210225T140000+0100_Short-term_Makokou__00255s__conf0.673.wav,20210225T140000,255
Cernic__20210225T140000+0100_Short-term_Makokou__00804s__conf0.997.wav,20210225T140000,804
Cernic__20210225T140000+0100_Short-term_Makokou__00805s__conf0.897.wav,20210225T140000,805
Cernic__20210225T140000+0100_Short-term_Makokou__01199s__conf0.758.wav,20210225T140000,1199
Cernic__20210225T143000+0100_Short-term_Makokou__00188s__conf0.558.wav,20210225T143000,188
Cernic__20210225T150000+0100_Short-term_Makokou__00384s__conf1.000.wav,20210225T150000,384
Cernic__20210225T150000+0100_Short-term_Makokou__00428s__conf0.984.wav,20210225T150000,428
Cernic__20210225T150000+0100_Short-term_Makokou__00429s__conf0.958.wav,20210225T150000,429
Cernic__20210225T153000+0100_Short-term_Makokou__00979s__conf0.566.wav,20210225T153000,979
Cernic__20210225T153000+0100_Short-term_Makokou__01017s__conf0.978.wav,20210225T153000,1017
Cernic__20210225T160000+0100_Short-term_Makokou__01341s__conf0.906.wav,20210225T160000,1341
Cernic__20210225T163000+0100_Short-term_Makokou__00311s__conf0.696.wav,20210225T163000,311
Cernic__20210225T170000+0100_Short-term_Makokou__00800s__conf0.973.wav,20210225T170000,800
Cernic__20210225T170000+0100_Short-term_Makokou__00801s__conf0.977.wav,20210225T170000,801
Cernic__20210225T170000+0100_Short-term_Makokou__01152s__conf0.996.wav,20210225T170000,1152
Cernic__20210225T170000+0100_Short-term_Makokou__01153s__conf0.999.wav,20210225T170000,1153
Cernic__20210225T170000+0100_Short-term_Makokou__01170s__conf0.727.wav,20210225T170000,1170
Cernic__20210225T173000+0100_Short-term_Makokou__00051s__conf0.710.wav,20210225T173000,51
Cernic__20210225T173000+0100_Short-term_Makokou__00108s__conf0.710.wav,20210225T173000,108
